Gene	Approved	Suggested.Symbol	cell_type	meta_program	gene_rank	orig_in_10x	suggest_in_10x	Updated_Symbol
HNRNPU	TRUE	HNRNPU	Malignant	unassigned	13	TRUE	TRUE	NA
HSP90B2P	TRUE	HSP90B2P	Malignant	unassigned	14	FALSE	FALSE	NA
PRRC2C	TRUE	PRRC2C	Malignant	unassigned	15	TRUE	TRUE	NA
RRBP1	TRUE	RRBP1	Malignant	unassigned	16	TRUE	TRUE	NA
TTC3	TRUE	TTC3	Malignant	unassigned	17	TRUE	TRUE	NA
CFLAR	TRUE	CFLAR	Malignant	unassigned	18	TRUE	TRUE	NA
DDX24	TRUE	DDX24	Malignant	unassigned	19	TRUE	TRUE	NA
EPRS	FALSE	EPRS1	Malignant	unassigned	20	TRUE	FALSE	NA
FNDC3B	TRUE	FNDC3B	Malignant	unassigned	21	TRUE	TRUE	NA
HSP90B3P	TRUE	HSP90B3P	Malignant	unassigned	22	FALSE	FALSE	NA
IRF4	TRUE	IRF4	Malignant	unassigned	23	TRUE	TRUE	NA
MLEC	TRUE	MLEC	Malignant	unassigned	24	TRUE	TRUE	NA
MT-ND6	TRUE	MT-ND6	Malignant	unassigned	25	TRUE	TRUE	NA
NCL	TRUE	NCL	Malignant	unassigned	26	TRUE	TRUE	NA
NEAT1	TRUE	NEAT1	Malignant	unassigned	27	TRUE	TRUE	NA
NEB	TRUE	NEB	Malignant	unassigned	28	TRUE	TRUE	NA
PNISR	TRUE	PNISR	Malignant	unassigned	29	TRUE	TRUE	NA
PNRC1	TRUE	PNRC1	Malignant	unassigned	30	TRUE	TRUE	NA
SNORD18B	TRUE	SNORD18B	Malignant	unassigned	31	FALSE	FALSE	NA
UBXN4	TRUE	UBXN4	Malignant	unassigned	32	TRUE	TRUE	NA
AC010343.1	FALSE	NA	Malignant	unassigned	33	FALSE	FALSE	NA
BPTF	TRUE	BPTF	Malignant	unassigned	34	TRUE	TRUE	NA
CCDC69	TRUE	CCDC69	Malignant	unassigned	35	TRUE	TRUE	NA
CEP350	TRUE	CEP350	Malignant	unassigned	36	TRUE	TRUE	NA
DDX5	TRUE	DDX5	Malignant	unassigned	37	TRUE	TRUE	NA
EIF5B	TRUE	EIF5B	Malignant	unassigned	38	TRUE	TRUE	NA
GLCCI1	TRUE	GLCCI1	Malignant	unassigned	39	TRUE	TRUE	NA
HIPK2	TRUE	HIPK2	Malignant	unassigned	40	TRUE	TRUE	NA
KMT2C	TRUE	KMT2C	Malignant	unassigned	41	TRUE	TRUE	NA
LUC7L3	TRUE	LUC7L3	Malignant	unassigned	42	TRUE	TRUE	NA
MEF2C	TRUE	MEF2C	Malignant	unassigned	43	TRUE	TRUE	NA
PDIA4	TRUE	PDIA4	Malignant	unassigned	44	TRUE	TRUE	NA
SNORD55	TRUE	SNORD55	Malignant	unassigned	45	FALSE	FALSE	NA
SNORD68	TRUE	SNORD68	Malignant	unassigned	46	FALSE	FALSE	NA
SON	TRUE	SON	Malignant	unassigned	47	TRUE	TRUE	NA
UTRN	TRUE	UTRN	Malignant	unassigned	48	TRUE	TRUE	NA
ZBTB38	TRUE	ZBTB38	Malignant	unassigned	49	TRUE	TRUE	NA
XIST	TRUE	XIST	Malignant	unassigned	50	TRUE	TRUE	NA
DERL3	TRUE	DERL3	B cells	plasma	1	TRUE	TRUE	NA
MZB1	TRUE	MZB1	B cells	plasma	2	TRUE	TRUE	NA
JCHAIN	TRUE	JCHAIN	B cells	plasma	3	TRUE	TRUE	NA
PRDX4	TRUE	PRDX4	B cells	plasma	4	TRUE	TRUE	NA
XBP1	TRUE	XBP1	B cells	plasma	5	TRUE	TRUE	NA
SEC11C	TRUE	SEC11C	B cells	plasma	6	TRUE	TRUE	NA
FKBP11	TRUE	FKBP11	B cells	plasma	7	TRUE	TRUE	NA
FKBP2	TRUE	FKBP2	B cells	plasma	8	TRUE	TRUE	NA
IGHG3	TRUE	IGHG3	B cells	plasma	9	TRUE	TRUE	NA
IGHG1	TRUE	IGHG1	B cells	plasma	10	TRUE	TRUE	NA
ITM2C	TRUE	ITM2C	B cells	plasma	11	TRUE	TRUE	NA
IGKC	TRUE	IGKC	B cells	plasma	12	TRUE	TRUE	NA
IGLC2	TRUE	IGLC2	B cells	plasma	13	TRUE	TRUE	NA
IGLC3	TRUE	IGLC3	B cells	plasma	14	TRUE	TRUE	NA
HSP90B1	TRUE	HSP90B1	B cells	plasma	15	TRUE	TRUE	NA
IGHA1	TRUE	IGHA1	B cells	plasma	16	TRUE	TRUE	NA
SSR4	TRUE	SSR4	B cells	plasma	17	TRUE	TRUE	NA
IGHG4	TRUE	IGHG4	B cells	plasma	18	TRUE	TRUE	NA
NUCB2	TRUE	NUCB2	B cells	plasma	19	TRUE	TRUE	NA
SPCS3	TRUE	SPCS3	B cells	plasma	20	TRUE	TRUE	NA
MANF	TRUE	MANF	B cells	plasma	21	TRUE	TRUE	NA
SSR3	TRUE	SSR3	B cells	plasma	22	TRUE	TRUE	NA
SDF2L1	TRUE	SDF2L1	B cells	plasma	23	TRUE	TRUE	NA
MYDGF	TRUE	MYDGF	B cells	plasma	24	TRUE	TRUE	NA
IGHG2	TRUE	IGHG2	B cells	plasma	25	TRUE	TRUE	NA
PPIB	TRUE	PPIB	B cells	plasma	26	TRUE	TRUE	NA
SPCS1	TRUE	SPCS1	B cells	plasma	27	TRUE	TRUE	NA
IGHA2	TRUE	IGHA2	B cells	plasma	28	TRUE	TRUE	NA
HSPA5	TRUE	HSPA5	B cells	plasma	29	TRUE	TRUE	NA
CD63	TRUE	CD63	B cells	plasma	30	TRUE	TRUE	NA
LMAN1	TRUE	LMAN1	B cells	plasma	31	TRUE	TRUE	NA
IGHGP	TRUE	IGHGP	B cells	plasma	32	TRUE	TRUE	NA
PDIA4	TRUE	PDIA4	B cells	plasma	33	TRUE	TRUE	NA
HERPUD1	TRUE	HERPUD1	B cells	plasma	34	TRUE	TRUE	NA
DNAJB9	TRUE	DNAJB9	B cells	plasma	35	TRUE	TRUE	NA
ERLEC1	TRUE	ERLEC1	B cells	plasma	36	TRUE	TRUE	NA
RPN2	TRUE	RPN2	B cells	plasma	37	TRUE	TRUE	NA
SEC61B	TRUE	SEC61B	B cells	plasma	38	TRUE	TRUE	NA
PDIA6	TRUE	PDIA6	B cells	plasma	39	TRUE	TRUE	NA
SPCS2	TRUE	SPCS2	B cells	plasma	40	TRUE	TRUE	NA
TMEM258	TRUE	TMEM258	B cells	plasma	41	TRUE	TRUE	NA
CRELD2	TRUE	CRELD2	B cells	plasma	42	TRUE	TRUE	NA
RABAC1	TRUE	RABAC1	B cells	plasma	43	TRUE	TRUE	NA
SDC1	TRUE	SDC1	B cells	plasma	44	TRUE	TRUE	NA
KRTCAP2	TRUE	KRTCAP2	B cells	plasma	45	TRUE	TRUE	NA
PIM2	TRUE	PIM2	B cells	plasma	46	TRUE	TRUE	NA
TNFRSF17	TRUE	TNFRSF17	B cells	plasma	47	TRUE	TRUE	NA
TMEM59	TRUE	TMEM59	B cells	plasma	48	TRUE	TRUE	NA
SELENOS	FALSE	SELENOS	B cells	plasma	49	FALSE	TRUE	SELENOS
P4HB	TRUE	P4HB	B cells	plasma	50	TRUE	TRUE	NA
HLA-DPB1	TRUE	HLA-DPB1	B cells	mhc_ii	1	TRUE	TRUE	NA
HLA-DRA	TRUE	HLA-DRA	B cells	mhc_ii	2	TRUE	TRUE	NA
HLA-DRB1	TRUE	HLA-DRB1	B cells	mhc_ii	3	TRUE	TRUE	NA
LAPTM5	TRUE	LAPTM5	B cells	mhc_ii	4	TRUE	TRUE	NA
HLA-DPA1	TRUE	HLA-DPA1	B cells	mhc_ii	5	TRUE	TRUE	NA
LTB	TRUE	LTB	B cells	mhc_ii	6	TRUE	TRUE	NA
HLA-DQB1	TRUE	HLA-DQB1	B cells	mhc_ii	7	TRUE	TRUE	NA
HLA-DQA1	TRUE	HLA-DQA1	B cells	mhc_ii	8	TRUE	TRUE	NA
MS4A1	TRUE	MS4A1	B cells	mhc_ii	9	TRUE	TRUE	NA
CD52	TRUE	CD52	B cells	mhc_ii	10	TRUE	TRUE	NA
CD37	TRUE	CD37	B cells	mhc_ii	11	TRUE	TRUE	NA
COTL1	TRUE	COTL1	B cells	mhc_ii	12	TRUE	TRUE	NA
CORO1A	TRUE	CORO1A	B cells	mhc_ii	13	TRUE	TRUE	NA
BANK1	TRUE	BANK1	B cells	mhc_ii	14	TRUE	TRUE	NA
CD69	TRUE	CD69	B cells	mhc_ii	15	TRUE	TRUE	NA
HLA-DMB	TRUE	HLA-DMB	B cells	mhc_ii	16	TRUE	TRUE	NA
CXCR4	TRUE	CXCR4	B cells	mhc_ii	17	TRUE	TRUE	NA
SMIM14	TRUE	SMIM14	B cells	mhc_ii	18	TRUE	TRUE	NA
CD53	TRUE	CD53	B cells	mhc_ii	19	TRUE	TRUE	NA
LIMD2	TRUE	LIMD2	B cells	mhc_ii	20	TRUE	TRUE	NA
ARHGDIB	TRUE	ARHGDIB	B cells	mhc_ii	21	TRUE	TRUE	NA
HLA-DMA	TRUE	HLA-DMA	B cells	mhc_ii	22	TRUE	TRUE	NA
BTG1	TRUE	BTG1	B cells	mhc_ii	23	TRUE	TRUE	NA
CD48	TRUE	CD48	B cells	mhc_ii	24	TRUE	TRUE	NA
SELL	TRUE	SELL	B cells	mhc_ii	25	TRUE	TRUE	NA
TXNIP	TRUE	TXNIP	B cells	mhc_ii	26	TRUE	TRUE	NA
VPREB3	TRUE	VPREB3	B cells	mhc_ii	27	TRUE	TRUE	NA
CD79B	TRUE	CD79B	B cells	mhc_ii	28	TRUE	TRUE	NA
CD83	TRUE	CD83	B cells	mhc_ii	29	TRUE	TRUE	NA
ACTB	TRUE	ACTB	B cells	mhc_ii	30	TRUE	TRUE	NA
HLA-DRB5	TRUE	HLA-DRB5	B cells	mhc_ii	31	TRUE	TRUE	NA
ZFAS1	TRUE	ZFAS1	B cells	mhc_ii	32	TRUE	TRUE	NA
PTPRC	TRUE	PTPRC	B cells	mhc_ii	33	TRUE	TRUE	NA
ACTG1	TRUE	ACTG1	B cells	mhc_ii	34	TRUE	TRUE	NA
CD74	TRUE	CD74	B cells	mhc_ii	35	TRUE	TRUE	NA
MYL12A	TRUE	MYL12A	B cells	mhc_ii	36	TRUE	TRUE	NA
REL	TRUE	REL	B cells	mhc_ii	37	TRUE	TRUE	NA
ARPC1B	TRUE	ARPC1B	B cells	mhc_ii	38	TRUE	TRUE	NA
SH3BGRL3	TRUE	SH3BGRL3	B cells	mhc_ii	39	TRUE	TRUE	NA
NAP1L1	TRUE	NAP1L1	B cells	mhc_ii	40	TRUE	TRUE	NA
RAC2	TRUE	RAC2	B cells	mhc_ii	41	TRUE	TRUE	NA
STK17A	TRUE	STK17A	B cells	mhc_ii	42	TRUE	TRUE	NA
GPSM3	TRUE	GPSM3	B cells	mhc_ii	43	TRUE	TRUE	NA
LY86	TRUE	LY86	B cells	mhc_ii	44	TRUE	TRUE	NA
PFN1	TRUE	PFN1	B cells	mhc_ii	45	TRUE	TRUE	NA
GPR183	TRUE	GPR183	B cells	mhc_ii	46	TRUE	TRUE	NA
IFITM2	TRUE	IFITM2	B cells	mhc_ii	47	TRUE	TRUE	NA
JUNB	TRUE	JUNB	B cells	mhc_ii	48	TRUE	TRUE	NA
LCP1	TRUE	LCP1	B cells	mhc_ii	49	TRUE	TRUE	NA
TMSB4X	TRUE	TMSB4X	B cells	mhc_ii	50	TRUE	TRUE	NA
HMGB2	TRUE	HMGB2	B cells	cell_cycle	1	TRUE	TRUE	NA
STMN1	TRUE	STMN1	B cells	cell_cycle	2	TRUE	TRUE	NA
TUBA1B	TRUE	TUBA1B	B cells	cell_cycle	3	TRUE	TRUE	NA
TUBB	TRUE	TUBB	B cells	cell_cycle	4	TRUE	TRUE	NA
HMGN2	TRUE	HMGN2	B cells	cell_cycle	5	TRUE	TRUE	NA
PTTG1	TRUE	PTTG1	B cells	cell_cycle	6	TRUE	TRUE	NA
DUT	TRUE	DUT	B cells	cell_cycle	7	TRUE	TRUE	NA
NUSAP1	TRUE	NUSAP1	B cells	cell_cycle	8	TRUE	TRUE	NA
H2AFZ	FALSE	H2AZ1	B cells	cell_cycle	9	TRUE	FALSE	NA
PCNA	TRUE	PCNA	B cells	cell_cycle	10	TRUE	TRUE	NA
HMGA1	TRUE	HMGA1	B cells	cell_cycle	11	TRUE	TRUE	NA
PCLAF	TRUE	PCLAF	B cells	cell_cycle	12	TRUE	TRUE	NA
CKS1B	TRUE	CKS1B	B cells	cell_cycle	13	TRUE	TRUE	NA
RANBP1	TRUE	RANBP1	B cells	cell_cycle	14	TRUE	TRUE	NA
SMC4	TRUE	SMC4	B cells	cell_cycle	15	TRUE	TRUE	NA
HMGB1	TRUE	HMGB1	B cells	cell_cycle	16	TRUE	TRUE	NA
TK1	TRUE	TK1	B cells	cell_cycle	17	TRUE	TRUE	NA
MKI67	TRUE	MKI67	B cells	cell_cycle	18	TRUE	TRUE	NA
LDHA	TRUE	LDHA	B cells	cell_cycle	19	TRUE	TRUE	NA
TYMS	TRUE	TYMS	B cells	cell_cycle	20	TRUE	TRUE	NA
TOP2A	TRUE	TOP2A	B cells	cell_cycle	21	TRUE	TRUE	NA
H4C3	TRUE	H4C3	B cells	cell_cycle	22	FALSE	FALSE	NA
HIST1H4C	FALSE	H4C3	B cells	cell_cycle	23	TRUE	FALSE	NA
RAN	TRUE	RAN	B cells	cell_cycle	24	TRUE	TRUE	NA
TCL1A	TRUE	TCL1A	B cells	cell_cycle	25	TRUE	TRUE	NA
UBE2C	TRUE	UBE2C	B cells	cell_cycle	26	TRUE	TRUE	NA
ENO1	TRUE	ENO1	B cells	cell_cycle	27	TRUE	TRUE	NA
H2AZ1	TRUE	H2AZ1	B cells	cell_cycle	28	FALSE	FALSE	NA
CENPM	TRUE	CENPM	B cells	cell_cycle	29	TRUE	TRUE	NA
SLC25A5	TRUE	SLC25A5	B cells	cell_cycle	30	TRUE	TRUE	NA
MCM7	TRUE	MCM7	B cells	cell_cycle	31	TRUE	TRUE	NA
SNRPD1	TRUE	SNRPD1	B cells	cell_cycle	32	TRUE	TRUE	NA
AURKB	TRUE	AURKB	B cells	cell_cycle	33	TRUE	TRUE	NA
CDK1	TRUE	CDK1	B cells	cell_cycle	34	TRUE	TRUE	NA
DEK	TRUE	DEK	B cells	cell_cycle	35	TRUE	TRUE	NA
PKM	TRUE	PKM	B cells	cell_cycle	36	TRUE	TRUE	NA
TUBB4B	TRUE	TUBB4B	B cells	cell_cycle	37	TRUE	TRUE	NA
ANP32B	TRUE	ANP32B	B cells	cell_cycle	38	TRUE	TRUE	NA
ANP32E	TRUE	ANP32E	B cells	cell_cycle	39	TRUE	TRUE	NA
BIRC5	TRUE	BIRC5	B cells	cell_cycle	40	TRUE	TRUE	NA
CDKN3	TRUE	CDKN3	B cells	cell_cycle	41	TRUE	TRUE	NA
CKS2	TRUE	CKS2	B cells	cell_cycle	42	TRUE	TRUE	NA
H2AFV	FALSE	H2AZ2	B cells	cell_cycle	43	TRUE	FALSE	NA
KPNA2	TRUE	KPNA2	B cells	cell_cycle	44	TRUE	TRUE	NA
LRMP	TRUE	LRMP	B cells	cell_cycle	45	TRUE	TRUE	NA
RRM2	TRUE	RRM2	B cells	cell_cycle	46	TRUE	TRUE	NA
ZWINT	TRUE	ZWINT	B cells	cell_cycle	47	TRUE	TRUE	NA
GAPDH	TRUE	GAPDH	B cells	cell_cycle	48	TRUE	TRUE	NA
SNRPF	TRUE	SNRPF	B cells	cell_cycle	49	TRUE	TRUE	NA
H2AZ2	TRUE	H2AZ2	B cells	cell_cycle	50	FALSE	FALSE	NA
CD69	TRUE	CD69	B cells	stress	1	TRUE	TRUE	NA
FOS	TRUE	FOS	B cells	stress	2	TRUE	TRUE	NA
JUN	TRUE	JUN	B cells	stress	3	TRUE	TRUE	NA
CD83	TRUE	CD83	B cells	stress	4	TRUE	TRUE	NA
NR4A2	TRUE	NR4A2	B cells	stress	5	TRUE	TRUE	NA
FOSB	TRUE	FOSB	B cells	stress	6	TRUE	TRUE	NA
IGHD	TRUE	IGHD	B cells	stress	7	TRUE	TRUE	NA
IGHM	TRUE	IGHM	B cells	stress	8	TRUE	TRUE	NA
DUSP1	TRUE	DUSP1	B cells	stress	9	TRUE	TRUE	NA
FCER2	TRUE	FCER2	B cells	stress	10	TRUE	TRUE	NA
FOXP1	TRUE	FOXP1	B cells	stress	11	TRUE	TRUE	NA
TCL1A	TRUE	TCL1A	B cells	stress	12	TRUE	TRUE	NA
ZNF331	TRUE	ZNF331	B cells	stress	13	TRUE	TRUE	NA
ZFP36	TRUE	ZFP36	B cells	stress	14	TRUE	TRUE	NA
GPR183	TRUE	GPR183	B cells	stress	15	TRUE	TRUE	NA
CD55	TRUE	CD55	B cells	stress	16	TRUE	TRUE	NA
FCMR	TRUE	FCMR	B cells	stress	17	TRUE	TRUE	NA
JUNB	TRUE	JUNB	B cells	stress	18	TRUE	TRUE	NA
RGS2	TRUE	RGS2	B cells	stress	19	TRUE	TRUE	NA
YPEL5	TRUE	YPEL5	B cells	stress	20	TRUE	TRUE	NA
CCR7	TRUE	CCR7	B cells	stress	21	TRUE	TRUE	NA
LINC00926	TRUE	LINC00926	B cells	stress	22	TRUE	TRUE	NA
RHOH	TRUE	RHOH	B cells	stress	23	TRUE	TRUE	NA
IER2	TRUE	IER2	B cells	stress	24	TRUE	TRUE	NA
SELL	TRUE	SELL	B cells	stress	25	TRUE	TRUE	NA
SLC2A3	TRUE	SLC2A3	B cells	stress	26	TRUE	TRUE	NA
BIRC3	TRUE	BIRC3	B cells	stress	27	TRUE	TRUE	NA
BTG2	TRUE	BTG2	B cells	stress	28	TRUE	TRUE	NA
LY9	TRUE	LY9	B cells	stress	29	TRUE	TRUE	NA
IL4R	TRUE	IL4R	B cells	stress	30	TRUE	TRUE	NA
ZFP36L2	TRUE	ZFP36L2	B cells	stress	31	TRUE	TRUE	NA
CLEC2D	TRUE	CLEC2D	B cells	stress	32	TRUE	TRUE	NA
HVCN1	TRUE	HVCN1	B cells	stress	33	TRUE	TRUE	NA
PPP1R15A	TRUE	PPP1R15A	B cells	stress	34	TRUE	TRUE	NA
SNX2	TRUE	SNX2	B cells	stress	35	TRUE	TRUE	NA
AREG	TRUE	AREG	B cells	stress	36	TRUE	TRUE	NA
DUSP2	TRUE	DUSP2	B cells	stress	37	TRUE	TRUE	NA
GADD45B	TRUE	GADD45B	B cells	stress	38	TRUE	TRUE	NA
KLF2	TRUE	KLF2	B cells	stress	39	TRUE	TRUE	NA
KLF6	TRUE	KLF6	B cells	stress	40	TRUE	TRUE	NA
ADAM28	TRUE	ADAM28	B cells	stress	41	TRUE	TRUE	NA
CD72	TRUE	CD72	B cells	stress	42	TRUE	TRUE	NA
NFKBIA	TRUE	NFKBIA	B cells	stress	43	TRUE	TRUE	NA
VPREB3	TRUE	VPREB3	B cells	stress	44	TRUE	TRUE	NA
CD22	TRUE	CD22	B cells	stress	45	TRUE	TRUE	NA
CREM	TRUE	CREM	B cells	stress	46	TRUE	TRUE	NA
NR4A1	TRUE	NR4A1	B cells	stress	47	TRUE	TRUE	NA
PHACTR1	TRUE	PHACTR1	B cells	stress	48	TRUE	TRUE	NA
TSPAN13	TRUE	TSPAN13	B cells	stress	49	TRUE	TRUE	NA
VPS37B	TRUE	VPS37B	B cells	stress	50	TRUE	TRUE	NA
CRIP1	TRUE	CRIP1	B cells	b_cells1	1	TRUE	TRUE	NA
TNFRSF13B	TRUE	TNFRSF13B	B cells	b_cells1	2	TRUE	TRUE	NA
CAPG	TRUE	CAPG	B cells	b_cells1	3	TRUE	TRUE	NA
ITGB1	TRUE	ITGB1	B cells	b_cells1	4	TRUE	TRUE	NA
CD99	TRUE	CD99	B cells	b_cells1	5	TRUE	TRUE	NA
S100A4	TRUE	S100A4	B cells	b_cells1	6	TRUE	TRUE	NA
ACP5	TRUE	ACP5	B cells	b_cells1	7	TRUE	TRUE	NA
CD82	TRUE	CD82	B cells	b_cells1	8	TRUE	TRUE	NA
CLECL1	TRUE	CLECL1	B cells	b_cells1	9	TRUE	TRUE	NA
HCST	TRUE	HCST	B cells	b_cells1	10	TRUE	TRUE	NA
SCIMP	TRUE	SCIMP	B cells	b_cells1	11	TRUE	TRUE	NA
ANXA2	TRUE	ANXA2	B cells	b_cells1	12	TRUE	TRUE	NA
COTL1	TRUE	COTL1	B cells	b_cells1	13	TRUE	TRUE	NA
CTSH	TRUE	CTSH	B cells	b_cells1	14	TRUE	TRUE	NA
VIM	TRUE	VIM	B cells	b_cells1	15	TRUE	TRUE	NA
CD27	TRUE	CD27	B cells	b_cells1	16	TRUE	TRUE	NA
LGALS1	TRUE	LGALS1	B cells	b_cells1	17	TRUE	TRUE	NA
PLP2	TRUE	PLP2	B cells	b_cells1	18	TRUE	TRUE	NA
CCDC50	TRUE	CCDC50	B cells	b_cells1	19	TRUE	TRUE	NA
FCRL5	TRUE	FCRL5	B cells	b_cells1	20	TRUE	TRUE	NA
NEAT1	TRUE	NEAT1	B cells	b_cells1	21	TRUE	TRUE	NA
S100A11	TRUE	S100A11	B cells	b_cells1	22	TRUE	TRUE	NA
S100A10	TRUE	S100A10	B cells	b_cells1	23	TRUE	TRUE	NA
UBE2N	TRUE	UBE2N	B cells	b_cells1	24	TRUE	TRUE	NA
AIM2	TRUE	AIM2	B cells	b_cells1	25	TRUE	TRUE	NA
EMP3	TRUE	EMP3	B cells	b_cells1	26	TRUE	TRUE	NA
S100A6	TRUE	S100A6	B cells	b_cells1	27	TRUE	TRUE	NA
ARPC1B	TRUE	ARPC1B	B cells	b_cells1	28	TRUE	TRUE	NA
LSP1	TRUE	LSP1	B cells	b_cells1	29	TRUE	TRUE	NA
PTPN1	TRUE	PTPN1	B cells	b_cells1	30	TRUE	TRUE	NA
RGS1	TRUE	RGS1	B cells	b_cells1	31	TRUE	TRUE	NA
EVI2B	TRUE	EVI2B	B cells	b_cells1	32	TRUE	TRUE	NA
GRN	TRUE	GRN	B cells	b_cells1	33	TRUE	TRUE	NA
IFI30	TRUE	IFI30	B cells	b_cells1	34	TRUE	TRUE	NA
RGCC	TRUE	RGCC	B cells	b_cells1	35	TRUE	TRUE	NA
SRGN	TRUE	SRGN	B cells	b_cells1	36	TRUE	TRUE	NA
SUB1	TRUE	SUB1	B cells	b_cells1	37	TRUE	TRUE	NA
CAPZB	TRUE	CAPZB	B cells	b_cells1	38	TRUE	TRUE	NA
ENTPD1	TRUE	ENTPD1	B cells	b_cells1	39	TRUE	TRUE	NA
GPR183	TRUE	GPR183	B cells	b_cells1	40	TRUE	TRUE	NA
IGHA1	TRUE	IGHA1	B cells	b_cells1	41	TRUE	TRUE	NA
CD86	TRUE	CD86	B cells	b_cells1	42	TRUE	TRUE	NA
GSTK1	TRUE	GSTK1	B cells	b_cells1	43	TRUE	TRUE	NA
HOPX	TRUE	HOPX	B cells	b_cells1	44	TRUE	TRUE	NA
IGFLR1	TRUE	IGFLR1	B cells	b_cells1	45	TRUE	TRUE	NA
PLEK	TRUE	PLEK	B cells	b_cells1	46	TRUE	TRUE	NA
BLK	TRUE	BLK	B cells	b_cells1	47	TRUE	TRUE	NA
BHLHE41	TRUE	BHLHE41	B cells	b_cells1	48	TRUE	TRUE	NA
ISCU	TRUE	ISCU	B cells	b_cells1	49	TRUE	TRUE	NA
CXCR3	TRUE	CXCR3	B cells	b_cells1	50	TRUE	TRUE	NA
PSME2	TRUE	PSME2	B cells	metabolism_myc	1	TRUE	TRUE	NA
ENO1	TRUE	ENO1	B cells	metabolism_myc	2	TRUE	TRUE	NA
LDHA	TRUE	LDHA	B cells	metabolism_myc	3	TRUE	TRUE	NA
NME1	TRUE	NME1	B cells	metabolism_myc	4	TRUE	TRUE	NA
RANBP1	TRUE	RANBP1	B cells	metabolism_myc	5	TRUE	TRUE	NA
TUBB	TRUE	TUBB	B cells	metabolism_myc	6	TRUE	TRUE	NA
C1QBP	TRUE	C1QBP	B cells	metabolism_myc	7	TRUE	TRUE	NA
EIF5A	TRUE	EIF5A	B cells	metabolism_myc	8	TRUE	TRUE	NA
NHP2	TRUE	NHP2	B cells	metabolism_myc	9	TRUE	TRUE	NA
PKM	TRUE	PKM	B cells	metabolism_myc	10	TRUE	TRUE	NA
PRDX1	TRUE	PRDX1	B cells	metabolism_myc	11	TRUE	TRUE	NA
RAN	TRUE	RAN	B cells	metabolism_myc	12	TRUE	TRUE	NA
FABP5	TRUE	FABP5	B cells	metabolism_myc	13	TRUE	TRUE	NA
SNRPD1	TRUE	SNRPD1	B cells	metabolism_myc	14	TRUE	TRUE	NA
VDAC1	TRUE	VDAC1	B cells	metabolism_myc	15	TRUE	TRUE	NA
HSPD1	TRUE	HSPD1	B cells	metabolism_myc	16	TRUE	TRUE	NA
PPA1	TRUE	PPA1	B cells	metabolism_myc	17	TRUE	TRUE	NA
SNRPE	TRUE	SNRPE	B cells	metabolism_myc	18	TRUE	TRUE	NA
PA2G4	TRUE	PA2G4	B cells	metabolism_myc	19	TRUE	TRUE	NA
RPL22L1	TRUE	RPL22L1	B cells	metabolism_myc	20	TRUE	TRUE	NA
SNRPF	TRUE	SNRPF	B cells	metabolism_myc	21	TRUE	TRUE	NA
TUBA1B	TRUE	TUBA1B	B cells	metabolism_myc	22	TRUE	TRUE	NA
CCT3	TRUE	CCT3	B cells	metabolism_myc	23	TRUE	TRUE	NA
DDX21	TRUE	DDX21	B cells	metabolism_myc	24	TRUE	TRUE	NA
EIF4A1	TRUE	EIF4A1	B cells	metabolism_myc	25	TRUE	TRUE	NA
HMGA1	TRUE	HMGA1	B cells	metabolism_myc	26	TRUE	TRUE	NA
IMPDH2	TRUE	IMPDH2	B cells	metabolism_myc	27	TRUE	TRUE	NA
LDHB	TRUE	LDHB	B cells	metabolism_myc	28	TRUE	TRUE	NA
PRMT1	TRUE	PRMT1	B cells	metabolism_myc	29	TRUE	TRUE	NA
PSMB3	TRUE	PSMB3	B cells	metabolism_myc	30	TRUE	TRUE	NA
CALR	TRUE	CALR	B cells	metabolism_myc	31	TRUE	TRUE	NA
HSP90AB1	TRUE	HSP90AB1	B cells	metabolism_myc	32	TRUE	TRUE	NA
HSPE1	TRUE	HSPE1	B cells	metabolism_myc	33	TRUE	TRUE	NA
NME2	TRUE	NME2	B cells	metabolism_myc	34	TRUE	TRUE	NA
PGAM1	TRUE	PGAM1	B cells	metabolism_myc	35	TRUE	TRUE	NA
TPI1	TRUE	TPI1	B cells	metabolism_myc	36	TRUE	TRUE	NA
TXN	TRUE	TXN	B cells	metabolism_myc	37	TRUE	TRUE	NA
ABRACL	TRUE	ABRACL	B cells	metabolism_myc	38	TRUE	TRUE	NA
ATP5MC1	FALSE	ATP5MC1	B cells	metabolism_myc	39	FALSE	TRUE	ATP5MC1
NDUFAB1	TRUE	NDUFAB1	B cells	metabolism_myc	40	TRUE	TRUE	NA
PSMA4	TRUE	PSMA4	B cells	metabolism_myc	41	TRUE	TRUE	NA
SYNGR2	TRUE	SYNGR2	B cells	metabolism_myc	42	TRUE	TRUE	NA
TIMM13	TRUE	TIMM13	B cells	metabolism_myc	43	TRUE	TRUE	NA
APRT	TRUE	APRT	B cells	metabolism_myc	44	TRUE	TRUE	NA
CCT6A	TRUE	CCT6A	B cells	metabolism_myc	45	TRUE	TRUE	NA
CD83	TRUE	CD83	B cells	metabolism_myc	46	TRUE	TRUE	NA
ERH	TRUE	ERH	B cells	metabolism_myc	47	TRUE	TRUE	NA
MIF	TRUE	MIF	B cells	metabolism_myc	48	TRUE	TRUE	NA
PRELID1	TRUE	PRELID1	B cells	metabolism_myc	49	TRUE	TRUE	NA
